类别,文本
娱乐,韦礼安婚后首露面！曝求婚细节逼哭老婆
娱乐,影迷评《万里归途》：震撼感动 扣人心弦
娱乐,致敬英雄！网络电影《特级英雄黄继光》今日上线
娱乐,《人猿泰山》将拍新版电影 迎合21世纪观众审美
娱乐,崔娃Trevor Noah最新宣布将离开《每日秀》
娱乐,《沸腾校园》：以舞蹈为介质，呈现青年人另一面
娱乐,影迷评《平凡英雄》：真情实感 打动人心
娱乐,影迷评《钢铁意志》：真情演绎 深入人心
娱乐,俄罗斯电影佳片大赏揭幕 将展映《太空救援》等片
娱乐,近三月电影观众满意度达84.7分 《独行月球》领先
娱乐,新浪观影团《平凡英雄》首映主创见面会抢票
娱乐,新浪观影团《万里归途》UME影城免费抢票
娱乐,新浪观影团《钢铁意志》首映主创见面会免费抢票
娱乐,新浪观影团《长空之王》卢米埃影城免费抢票
娱乐,脱口秀大会因为保守所以退步？
娱乐,星海音乐学院音乐剧《殷红木棉》广州大剧院上演
娱乐,陈奕迅12月重临红馆跨年开唱 门票将公开发售
娱乐,大卫·哈伯主演《GT赛车》 尼尔·布洛姆坎普执导
娱乐,米高梅拿下《养蜂人》发行权 杰森·斯坦森主演
娱乐,2022猎鹰计划文化润疆短片创作季在京启动
娱乐,《光环》真人剧集第二季开拍 吸血鬼日记男星加盟
娱乐,《与爱共舞》发布预告 聚焦惠特妮·休斯顿生平
娱乐,“爱情代餐”成观众刚需 20档恋综挤爆综艺新赛道
娱乐,澳涞坞论坛：电影人纵论如何拓展国产片题材类型
娱乐,2022中国电影美学年会在线上顺利召开
娱乐,《东八区的先生们》差评如潮暴露了什么
娱乐,新剧角色油腻 某演员的“霸总情结”令人反感
娱乐,利用大数据找出渣男？律师:影视照进现实须谨慎
娱乐,《麓山之歌》焦俊艳:中国女工小小人儿大大力量
娱乐,豆瓣2.2 谁该为烂剧《东八区的先生们》负责？
娱乐,《披荆斩棘》任贤齐苏有朋林峯回忆阿嬷泪目
娱乐,《星星的约定》开播 Twins王心凌大理洱海骑行
娱乐,《打工不如打电话》程璐赵晓卉疏解打工人情绪
娱乐,脱口秀新人毛豆炸场：我可讲的“破事儿”特别多
娱乐,张晓涵中秋登《戏宇宙》 《惊世鸿图》唱一腔抱负
娱乐,戚琦俞灏明献唱《古韵新声》 祝福中秋佳节
娱乐,音乐剧《殷红木棉》9月19、20日在广州大剧院将演
娱乐,影迷评《还是觉得你最好》：笑中带泪 港味十足
娱乐,后街男孩将发行一张圣诞专辑 目前先行曲先行曲
娱乐,影迷评《世间有她》：真情实感 贴近生活
娱乐,影迷评《妈妈！》：演技精湛 感人至深
娱乐,Mirror演唱会受伤伴舞首发声:安然面对长期治疗
娱乐,王阳回应出演中国版《鬼怪》:别拿我开玩笑了
娱乐,第33届华鼎奖荣誉揭晓：《爱情神话》获最佳影片
娱乐,新浪观影团《还是觉得你最好》UME影城免费抢票
娱乐,《西出玉门》倪妮白宇联合声明 共同抵制恶意造谣
娱乐,浙江卫视公布《隐秘的高手》等新节目拟邀阵容
娱乐,网飞将重启《天线宝宝》 将于11月14日上线
娱乐,齐鲁晚报评慢综艺：类型泛化　追求自然
娱乐,韩喜剧片《六合彩》票房十天连冠 《狩猎》排第二
娱乐,第33届华鼎奖终身成就奖揭晓 导演肖桂云获奖
娱乐,王心凌晒雨中伞下生日照 许愿所有人健康平安
娱乐,任嘉伦回应cos玲娜贝儿 直言不认识一心做实验
娱乐,新浪观影团《妈妈！》卢米埃影城抢票
娱乐,新浪观影团《世间有她》卢米埃影城抢票
娱乐,高艳津子表示北京现代舞团永不解散 姜文等同见证
娱乐,电影《一片绿洲》开机 一老一少开启自我救赎之旅
娱乐,《披荆斩棘》一公舞台来袭 杜德伟再现经典造型
娱乐,“盛夏琴音2022”艺术节闭幕 奏响北京音乐厅
娱乐,电影《英雄若兰》定档9月9日全国公映
娱乐,22年Q2综艺榜：明星大制作折戟 内容小综艺崛起
娱乐,新浪观影团《海的尽头是草原》首映主创见面会
娱乐,张峻宁：“披荆斩棘”是一次圆梦之旅
娱乐,第六届86358贾家庄短片周主展映单元荣誉揭晓
娱乐,央视新节目《诗画中国》用科技让诗画“活起来”
娱乐,山西首家元宇宙影视基地在壶关成立
娱乐,《极限挑战》运动会开幕 吴尊张彬彬孟鹤堂来踢馆
娱乐,FX热剧《宿敌》第二季将拍 娜奥米·沃茨主演制作
娱乐,《指环王：力量之戒》即将上线 号称史上最贵美剧
娱乐,杰克·吉伦哈尔新片《威龙杀阵》开拍 晒开心合影
娱乐,人民法院报评演员王东家暴事件：依法严惩施暴者
娱乐,新面孔加盟《脱口秀大会5》，00后讲述当楼长经历
娱乐,北京卢米埃影城“2022阿根廷电影展”即将开幕
娱乐,演出被取消 赵磊发文表示让粉丝期待落空很抱歉
娱乐,“吴露可逃”等CP营业成标配 戏里戏外分不清
娱乐,吐槽影视圈怪象 影评人谭飞和王晶互怼
娱乐,32位哥哥“披荆斩棘” 回忆杀再次成为流量密码
娱乐,《披荆斩棘》新一季开播 任贤齐苏有朋等大咖加盟
娱乐,孟庆旸：以翩跹舞姿传承中式传统美学
娱乐,《我们的歌》为中国电视综艺走出去迈出深远一步
娱乐,黄圣依自称“计划狂魔”孩子手脱臼仍安排钢琴课
娱乐,影迷评《神偷奶爸前传》：笑点密集 童趣欢乐
娱乐,保利影业主办北影节电影与科技融合发展主题论坛
娱乐,脱口秀专场谭飞:我离电影人脱口秀天花板还很远
娱乐,《披荆斩棘》发布主题曲 全阵容集结续写滚烫故事
娱乐,第12届北京国际电影节联合会场活动论坛举办
娱乐,《我们这十年》谭松韵聂远演绎“新农人”
娱乐,林子祥和叶蒨文：岁月如歌 且行且唱
娱乐,“好声音”民歌唱将大受欢迎
娱乐,《运河边的人们》编剧：主旋律好戏不是说教
娱乐,《冰雨火》开播获赞 陈晓王一博奋战禁毒一线
娱乐,《少年派2》收官 “四小只”喜迎人生新起点
娱乐,新浪观影团《新神榜：杨戬》3D卢米埃抢票
娱乐,新浪观影团《神偷奶爸前传》3D卢米埃抢票
娱乐,《比爱你更爱你》入围大学生电影节实验短片单元
娱乐,影迷评《断·桥》：风格独特 演技细腻
娱乐,释小龙发文谈电影：这辈子我们做好动作电影
娱乐,《热烈》等获微博电影之夜年度最受期待影片
娱乐,马思纯王俊凯范伟主演《断·桥》上映2日票房破亿
娱乐,JK罗琳收到死亡威胁 警方已介入此事
娱乐,MIRROR演唱会事故调查中 疑钢索断裂因金属疲劳
娱乐,吴莫愁黄小蕾合作新歌《谈笑风生》诠释川式RAP
娱乐,新浪观影团《断·桥》卢米埃影城免费抢票
娱乐,MIRROR演唱会伤者已清醒 警方暂不会替他录口供
娱乐,影迷评《明日战记》：特效高燃 震撼刺激
娱乐,Highlight成员梁耀燮李起光确诊新冠
娱乐,“你要好好的”演唱会举行 重温摇滚经典
娱乐,成都部分影院5日复工 影迷难掩喜悦要立马安排
娱乐,太行国际文化节将在壶关举办
娱乐,《100道光芒》聚焦“00后”职场成长过程
娱乐,第三届庐山国际爱情电影周将于8月16日开幕
娱乐,2022年七夕档总票房破2亿 《独行月球》持续领跑
娱乐,徐志胜：我还是我 那个山东小伙
娱乐,《超感星电音》总导演:电音离大家的生活并不遥远
娱乐,陈豪陈茵媺夫妻将合作新剧演情侣 8月开机
娱乐,《小丑2》正式定档 北美2024年10月4日上映
娱乐,郭俊辰：“妙系”男友钱三一
娱乐,《未来中国》收官 昆虫与生态学家王四宝谈蚊子
娱乐,新浪观影团《明日战记》卢米埃影城免费抢票
娱乐,张智霖报平安称胆囊炎已康复 总结教训：少吃肥腻
娱乐,《天才基本法》导演沈严：让天才落地
娱乐,韩红首场线上演唱会举行 《老韩》诉说一路酸甜
娱乐,影迷评《七人乐队》：情感深厚 致敬胶片时代
娱乐,网传BEJ-48朱力维偷拍室友洗澡 并将视频发男朋友
娱乐,宇宙少女EXY夏天新冠痊愈 开始解除居家隔离措施
娱乐,新人歌手周恩洋Killa首支单曲《零零》上线
娱乐,女高音歌唱家黄璐献唱中外经典艺术歌曲音乐会
娱乐,《打卡吧！吃货团2》开播在即 深度趣味全面升级
娱乐,游戏真人秀《登录圆鱼洲》：虚拟世界照进现实
娱乐,中国香港导演马楚成签约院线电影《生死共济》
娱乐,澳涞坞首个元宇宙影视基地在山西启动
娱乐,吴彤为时代少年团打call 把来电铃声换成了新歌
娱乐,打造世界文化领域的“达沃斯” WFIC发布形象标识
娱乐,新浪观影团《七人乐队》卢米埃影城免费抢票
娱乐,新浪观影团《独行月球》卢米埃影城免费抢票
娱乐,雷佳音张子枫飙戏《天才基本法》双时空追梦
娱乐,吴莫愁担任公益推广官 联名数字藏品发售
娱乐,影迷评《独行月球》：笑点不断 特效震撼
娱乐,《快乐再出发》好笑！会整活放得开的明星真稀缺
娱乐,第79届威尼斯电影节发布官方海报：希望的象征
娱乐,好老板！张艺兴演唱会让出C位给染色体练习生
娱乐,新浪观影团《独行月球》首映主创见面会免费抢票
娱乐,澳涞坞首家元宇宙数字文化创意产业园落户长治
娱乐,《未来中国》中国工程院院士李建刚追太阳40年
娱乐,刘雨昕新歌《Better》合作BoA 展现黑白双生概念
娱乐,世界电影产业大会全球电影学院院长论坛将举办
娱乐,影迷评《外太空的莫扎特》：奇幻冒险 充满童趣
娱乐,第40届香港电影金像奖完全获奖名单
娱乐,EVERGLOW成员AISHA确诊新冠 将缺席G-KPOP演唱会
娱乐,周杰伦用《最伟大的作品》特效触发“时空倒转”
娱乐,蔡崇信把中国音乐带去美国 将在纽约举办演唱会
娱乐,《未来中国》中国量子领军人潘建伟探索量子世界
娱乐,祝绪丹否认出演《狐妖小红娘月红篇》女二号
娱乐,除了怀旧，《声生不息》还做了什么
娱乐,《声生不息》收官 歌手齐唱《我和我的祖国》
娱乐,《声生不息》收官 经典老歌“贵”在情感真挚
娱乐,创新国风综艺正流行
娱乐,新浪观影团《外太空的莫扎特》卢米埃免费抢票
娱乐,历史题材影片《何叔衡》热映 革命情怀引人共鸣
娱乐,《星汉灿烂》轻喜剧群像传递成长共鸣
娱乐,《爱乐之都》迎来半决赛 牛魔王过招伏地魔
娱乐,《未来中国》遗传学家金力探究基因之谜
娱乐,新浪观影团《神探大战》国语版观影免费抢票
娱乐,影迷评《神探大战》：环环相扣 过瘾刺激
娱乐,英国戏剧大师彼得布鲁克去世 享年97岁
娱乐,刘德华方辟谣代言某白酒产品 称保留法律追诉权利
娱乐,林志玲晒淡妆居家照 露幸福甜笑庆祝新书大卖
娱乐,儿子搭档黄晓明参演电影 廖健当助理：拍戏是体验
娱乐,电影主演诈骗192名老人百余万 团伙分子被判刑
娱乐,碟中谍男星出演《惊声尖叫6》 鬼脸杀手卷土重来
娱乐,九把刀晒周亭羽孕肚照 2岁女儿萌样成亮点
娱乐,小S将出席第33届金曲奖 担任颁奖嘉宾
娱乐,新浪观影团《神探大战》超前观影免费抢票
娱乐,陈乔恩：喜剧比苦情戏更难拍
娱乐,影迷评《你是我的春天》：守望温暖 真实感人
娱乐,《99.9》大感谢祭活动 松本润道枝骏佑将惊喜到场
娱乐,庆祝中圭建交50周年“中国电影节”开幕
娱乐,古巨基发博为经纪人霍汶希纪录片打call
娱乐,多部影片热映 2022暑期档总票房破15亿
娱乐,新浪观影团《人生大事》UME影城华星店免费抢票
娱乐,影迷评《人生大事》：温情治愈 有笑有泪
娱乐,《警察荣誉》：凡人小事 萤火微光
娱乐,电影《深空》入围台北电影节 陈冠导演程青松监制
娱乐,《五行秘术》定档6月29日 五行秘宝拉开世纪战幕
娱乐,新浪观影团《你是我的春天》大V专场免费抢票
娱乐,新浪观影团《人生大事》大V专场免费抢票
娱乐,周杰伦为黄雨勋打call 透露他有参与新专辑编曲
娱乐,《桃花坞》总导演池源谢涤葵谈15位坞民拍摄趣事
娱乐,艾梅柏败诉后仍称爱着德普 在尽力恢复两人的感情
娱乐,古装悬疑探案片《六扇门之血虫迷案》定档6月20日
娱乐,《极限挑战》第八季定档6月26日再度开启挑战之旅
娱乐,影迷评《侏罗纪世界3》：视效震撼 紧张刺激
娱乐,历史传记题材电影《鸠摩罗什》开机 蒲巴甲主演
娱乐,第36届大众电影百花奖启动投票 候选名单出炉
娱乐,2022年海浪电影周官宣启动 短片征集进行中
娱乐,北京卢米埃影城“2022阿根廷电影展”现已开票
娱乐,音乐专辑《山海终章》将上线 融合多种音乐风格
娱乐,《侏罗纪世界3》UME影城华星店免费抢票
娱乐,新浪观影团《侏罗纪世界3》卢米埃影城免费抢票
娱乐,《只此青绿》被抄袭 创作岂能只此一招？
娱乐,《天赐的声音3》：好音乐是节目的全部
娱乐,长谷川京子登场日剧《尊贵一族》 状态回春搞事业
娱乐,易烊千玺新歌发布 鼓舞每一位追求理想生活的你
娱乐,Queendom2否认音源数据造假：按一人一个ID方式算
娱乐,曝宝莱坞歌手饭店猝死 最后演出曾脸色苍白冲下台
娱乐,俄罗斯电影院将放映连续剧以应对制裁
娱乐,外媒曝狼姐和皮克已分居 疑似男方出轨另一位女子
娱乐,渡边大北乃纪伊时隔8年再合作 讲述影城幕后故事
娱乐,冈田将生铃木唯被拍 电车约会亲密浪漫
娱乐,LiamPayne已和女友分手 Aliana否认当第三者
娱乐,于文文学生时期旧照曝光 厚刘海大红花十分清纯
娱乐,《天使爱美丽》导演：今天我不可能再拍出这部片
