类别,文本,分词结果,label
2,日本电影网站评选2022年最吸引人的演员和作品,日本 电影 网站 评选 吸引 演员 作品,0
2,杨迪回应被说像人贩子 称帽子没选好小孩是外甥,杨迪 回应 人贩子 帽子 没选好 小孩 外甥,0
2,泰星Aump疑与富豪男友分手 疑似因为第三者介入,泰星 富豪 男友 分手 疑似 第三者 介入,0
2,第三届金榆花奖澳门揭晓 《人生大事》获最佳影片,第三届 金榆花奖 澳门 揭晓 人生大事 最佳影片,0
2,歌唱家斯兰现身2023央视跨年晚会演唱《故乡》,歌唱家 斯兰 现身 央视 跨年 晚会 演唱 故乡,0
2,华鼎奖世界青年电影短片大赛启动,华鼎奖 世界 青年 电影 短片 大赛 启动,0
2,"著名""双字辈""滑稽表演艺术家李青去世 享年91岁",著名 双字 滑稽 表演艺术家 李青 去世 享年,0
2,全力以赴打开更美未来 东方卫视跨年盛典即将开启,全力以赴 打开 更美 未来 东方 卫视 跨年 盛典 开启,0
2,《灌篮高手》连续四周夺冠 票房突破50亿日元,灌篮高手 连续 四周 夺冠 票房 突破 亿日元,0
2,日媒曝杰尼斯事务所税费漏报 共计约65亿日元,日媒 杰尼斯 事务所 税费 漏报 共计 亿日元,0
2,《前任4》官宣开机 韩庚郑恺继续担任主演,前任 官宣 开机 韩庚 郑恺 担任 主演,0
2,第三届澳涞坞-好莱坞颁奖季拉开序幕,第三届 澳涞坞 好莱坞 颁奖 拉开序幕,0
2,齐鲁晚报评《无限超越班》：给年轻人“立规矩”,齐鲁晚报 无限 超越 年轻人 规矩,0
2,朱珠自曝结婚生子原因 称疫情让自己慢了下来,朱珠 结婚 生子 原因 疫情,0
2,电影《灌篮高手》获赞 业内人士称改编最忠实原著,电影 灌篮高手 获赞 业内人士 改编 忠实 原著,0
2,健身综艺《哎呀好身材4》 以新鲜切口释放力量,健身 综艺 好身材 新鲜 切口 释放 力量,0
2,酷我音乐ing场景音乐上线 打造可视可听沉浸体验,音乐 场景 音乐 上线 打造 可视 沉浸 体验,0
2,韦恩斯坦被判三项性侵罪名成立 此前已被判刑23年,恩斯 被判 三项 性侵 罪名 成立 此前 判刑,0
2,首届澳涞坞五大洲电影节金莉花奖揭晓,首届 澳涞坞 五大洲 电影节 金莉花奖 揭晓,0
2,《喜剧大赛2》收官 某某某少爷和我获年度冠亚军,喜剧 大赛 收官 某某某 少爷 年度 冠亚军,0
2,全球视听科技论坛在洛杉矶举办,全球 视听 科技 论坛 洛杉矶 举办,0
2,好莱坞知名制片人们热议：看电影必须去影院吗？,好莱坞 知名 制片人 热议 电影 影院,0
2,影迷评《阿凡达：水之道》：视效炸裂 美轮美奂,影迷 阿凡 水之道 视效 炸裂 美轮美奂,0
2,赵樱子被骂后再次发博 告诫自己要有强大的心脏,赵樱子 发博 告诫 强大 心脏,0
2,央华版《如梦之梦》北京站部分场次取消,华版 如梦之梦 北京站 场次 取消,0
2,全球电影学院院长论坛举办 重磅嘉宾共话电影业,全球 电影学院 院长 论坛 举办 重磅 嘉宾 电影业,0
2,于和伟透露抗原仍是两道杠：夕阳很美，我很沮丧,于和伟 透露 抗原 两道 夕阳 沮丧,0
2,中美文化产业峰会举办 呼吁中美加强影视合作,文化产业 峰会 举办 呼吁 影视 合作,0
2,老牌IP《妻子的浪漫旅行6》生发活力照亮婚姻,老牌 妻子 浪漫 旅行 生发 活力 照亮 婚姻,0
2,杨迪回应照片被当护体符：口罩一定比表情包管用,杨迪 回应 照片 当护 体符 口罩 表情 包管,0
2,从被批到获赞？《灌篮高手》非常规宣传引发关注,批到 获赞 灌篮高手 非常规 宣传 引发 关注,0
2,Netflix宣布拍摄《我的英雄学院》真人电影,拍摄 英雄 学院 真人 电影,0
2,《无限超越班》网课直播 李一桐id竟是“你大姐”,无限 超越 网课 直播 李一桐 竟是 大姐,0
2,王海歌担任首届澳涞坞五大洲电影节评委会主席,王海歌 担任 首届 澳涞坞 五大洲 电影节 评委会 主席,0
2,首届世界电影产业大会举行 众多电影大咖参加,首届 世界 电影 产业 大会 众多 电影 参加,0
2,新海诚：十年间的想法都浓缩在《铃芽之旅》中,新海 十年间 想法 浓缩 铃芽,0
2,连淮伟回归 《Mission Complete》开启事业新航线,连淮伟 回归 开启 事业 航线,0
2,影迷评《名侦探柯南》：环环相扣 情怀满满,影迷 侦探 柯南 环环相扣 情怀 满满,0
2,DC《小丑2》开拍首发剧照 菲尼克斯回归出演小丑,小丑 开拍 首发 剧照 菲尼克斯 回归 出演 小丑,0
2,网友称期待胡夏唱《这些年》 胡夏：我没唱过,网友 期待 胡夏唱 胡夏 没唱过,0
2,李毓芬新歌《再见公主》发布 告别以往重塑自我,李毓芬 新歌 再见 公主 发布 告别 以往 重塑 自我,0
2,李光洁：与赵丽颖上演一场“势均力敌的爱情”,光洁 赵丽颖 上演 一场 势均力敌 爱情,0
2,新浪观影团《阿凡达：水之道》3D全国三城抢票,新浪 观影 阿凡 水之道 全国 三城 抢票,0
2,北青报评音综尴尬遇冷现状 下个风口或是慢综艺？,北青报 评音 尴尬 遇冷 现状 下个 风口 综艺,0
2,金晨再发微博疑似回应 此前模仿卡塔尔王子引争议,金晨 发微博 疑似 回应 此前 模仿 卡塔尔 王子 争议,0
2,《时间的答卷2》收官 初雯雯救助河狸等野生动物,时间 答卷 收官 初雯雯 救助 河狸 野生动物,0
2,松竹新浪潮代表导演之一吉田喜重去世 享年89岁,松竹 新浪潮 代表 导演 吉田 喜重 去世 享年,0
2,首届世界电影产业大会将举办全球电影制片人论坛,首届 世界 电影 产业 大会 举办 全球 电影 制片人 论坛,0
2,世界电影产业大会“八大议题”确定,世界 电影 产业 大会 八大 议题,0
2,《城市猎人》曝北条司创作海报 沿用原版配音演员,城市猎人 北条司 创作 海报 沿用 原版 配音演员,0
2,赵丽颖申请对侵权方限制消费 案由系名誉权纠纷,赵丽颖 申请 侵权 消费 案由 名誉权 纠纷,0
2,先锋摇滚满天星乐队《黑色基因》首唱会上线,先锋 摇滚 满天星 乐队 黑色 基因 首唱 上线,0
2,第34届华鼎奖获奖名单:《杰伊·比姆》获最佳影片,届华鼎奖 获奖 名单 杰伊 比姆 最佳影片,0
2,《龙马！新生网球王子》定档12月23日内地上映,龙马 新生 网球王子 定档 内地 上映,0
2,第34届华鼎奖公布评委会名单 王海歌任主席,届华鼎奖 公布 评委会 名单 王海 歌任 主席,0
2,"《令人心动的offer》第四季 看""建""00后职场首秀",令人 心动 第四季 职场 首秀,0
2,《再见爱人2》郭采洁谈画像是双向的钥匙,再见 爱人 郭采洁 画像 双向 钥匙,0
2,日本导演崔洋一去世享年73岁 北野武等发言哀悼,日本 导演 崔洋 去世 享年 北野武 发言 哀悼,0
2,电影《走到尽头》翻拍日本版 冈田准一绫野刚出演,电影 尽头 翻拍 日本 冈田 准一绫野刚 出演,0
2,世界电影产业大会举办在即 加州议长致信王海歌,世界 电影 产业 大会 举办 加州 议长 致信 王海歌,0
2,"《滚烫人生2》：限定“男人帮”,再讲烫人的故事",滚烫 人生 限定 男人帮 故事,0
2,吉克隽逸妈妈熬夜看世界杯 感叹梅西进球太厉害,吉克隽逸 妈妈 熬夜 世界杯 感叹 梅西 进球 厉害,0
2,香港即将推出首个男男恋爱综艺《仔仔一堂》,香港 推出 首个 恋爱 综艺 仔仔 一堂,0
2,新疆一小区发生火灾致10人死亡 迪丽热巴发文悼念,新疆 小区 发生 火灾 死亡 迪丽 热巴 发文 悼念,0
2,首届澳涞坞五大洲电影节金莉花奖提名揭晓,首届 澳涞坞 五大洲 电影节 金莉花 奖提名 揭晓,0
2,是枝裕和谈日韩电影业差距：日本还有许多要学的,枝裕 和谈 电影业 差距 日本 要学,0
2,花儿乐队助阵周晓鸥 新歌《我们》唱出怀念,花儿乐队 助阵 周晓鸥 怀念,0
2,齐鲁晚报评《再见爱人2》：亲密关系的必修课,齐鲁晚报 再见 爱人 亲密关系 必修课,0
2,《闪耀吧！中华文明》收官 破译甲骨上的文明密码,闪耀 中华文明 收官 破译 甲骨 文明 密码,0
2,新丽出品《卿卿日常》爆火出圈 两人三餐温暖治愈,新丽 出品 卿卿 日常 爆火 出圈 两人 三餐 温暖 治愈,0
2,世界电影产业大会发布会旗标识,世界 电影 产业 大会 发布会 标识,0
2,《在希望的田野上》陶思源: 综艺中感受温暖乡村,希望 田野 思源 综艺 感受 温暖 乡村,0
2,于贞官宣加入氧气娱乐OXYGEN 全新作品进入筹备期,于贞官 氧气 娱乐 全新 作品 筹备,0
2,第34届华鼎奖提名揭晓 四国影片角逐最佳,届华鼎 奖提名 揭晓 四国 影片 角逐 最佳,0
2,"齐鲁晚报评《毛雪汪》：“榨菜综艺”,有滋有味",齐鲁晚报 毛雪 榨菜 综艺 有滋有味,0
2,陈小春张智霖等回归 《大湾仔的夜2》开启美食季,陈小春 张智霖 回归 湾仔 开启 美食,0
2,昆汀说现在是好莱坞最烂时代 透露自己最棒的电影,昆汀 好莱坞 最烂 时代 透露 最棒 电影,0
2,《速激10》制作成本暴涨至3.4亿 比前部花费多70%,速激 制作 成本 暴涨 前部 花费,0
2,“指人儿”乐队《不负晴日》乐动开场,人儿 乐队 不负 晴日 乐动 开场,0
2,申元虎宣布下月入伍：有做准备不会让粉丝无聊,申元虎 入伍 粉丝 无聊,0
2,国产医疗剧集视角更丰富,国产 医疗 剧集 视角,0
2,古偶剧悄悄尝试“童话叙事”,古偶剧 悄悄 尝试 童话 叙事,0
2,《点燃我，温暖你》：反类型化男主住在热搜里,点燃 温暖 类型化 男主住 搜里,0
2,电视剧《我们这十年》研讨会举行,电视剧 十年 研讨会,0
2,蔡文静：这个角色打动我的是她的蜕变,蔡文静 角色 打动 蜕变,0
2,新浪观影团《名侦探柯南：万圣节的新娘》抢票,新浪 观影 侦探 柯南 万圣节 新娘 抢票,0
2,《乐队的海边》开播 郑秀妍赵梦等上演音乐新旅程,乐队 海边 开播 郑秀妍 赵梦 上演 音乐 旅程,0
2,法医刘良：综艺让法医行业“破圈”,法医 刘良 综艺 法医 行业 破圈,0
2,曾与章子怡等同框 支行行长退休后当群演,章子怡 等同 支行 行长 退休 后当 群演,0
2,人民日报海外版评抗疫题材剧：要好看还要走心,人民日报 海外版 评抗疫 题材 要好看 走心,0
2,TVB公布2023片单 张达明出山监制 《状王之王》,公布 片单 张达明 出山 监制 王之王,0
2,IXFORM组合解散 唐九洲成立个人工作室,组合 解散 九洲 成立 工作室,0
2,第35届中国电影金鸡奖获奖名单,中国 电影 金鸡奖 获奖 名单,2
2,金鸡奖奖项：齐溪凭《奇迹·笨小孩》获最佳女配,金鸡奖 奖项 齐溪 奇迹 笨小孩 获最佳 女配,0
2,十月电视剧备案公示 《海上明珠》等小说影视化,十月 电视剧 备案 公示 海上 明珠 小说 影视,0
2,《超级装备》第二季：中国尖端装备的奇迹与梦想,超级 装备 第二季 中国 尖端 装备 奇迹 梦想,2
2,中国电影基金会第六期吴天明青年编剧研习班闭幕,中国 电影 基金会 第六期 天明 青年 编剧 研习班 闭幕,2
2,延伸原IP热度持续吸睛 “衍生综艺”越战越勇,延伸 热度 持续 吸睛 衍生 综艺 越战越勇,0
2,《摇滚狂花》：如果生活注定失败 我们该怎么办,摇滚 狂花 生活 注定 失败,0
2,《边缘世界》科技替代人的最大BUG在于诗意的消失,边缘 世界 科技 诗意 消失,0
2,很遗憾 《剖析丑闻》让精英政客伏法的还是特权,遗憾 剖析 丑闻 精英 政客 伏法 特权,0
2,退休支行行长“群演”的幸福生活,退休 支行 行长 群演 幸福生活,0
2,《底线》：现实温度的成功与伦理化策略的失灵,底线 现实 温度 成功 伦理化 策略 失灵,0
2,北京卢米埃影城“2022意大利电影展”即将开幕,北京 卢米 影城 意大利 电影展 开幕,0
2,第二届金榆花奖在澳门揭晓 张艺谋获最佳导演,第二届 金榆花奖 澳门 揭晓 张艺谋 获最佳 导演,0
2,《时间的答卷》枪弹痕迹鉴定专家崔道植坚毅破案,时间 答卷 枪弹 痕迹 鉴定 专家 崔道植 坚毅 破案,0
2,园子温发声明反驳“用假名偷偷复出”报道,园子 发声明 反驳 假名 偷偷 复出 报道,0
2,《雪落下的声音》直击人心 陆虎迎来又一春,落下 声音 直击 人心 陆虎 迎来 一春,0
2,汪天云浅析《超级装备》第二季：科学精神的放飞,汪天云 浅析 超级 装备 第二季 科学 精神 放飞,0
2,《超级装备》重巧深 把“智造美学”焊在了每一帧,超级 装备 重巧深 智造 美学 一帧,0
2,原创音乐剧《画皮》北京首演 献上东方魔幻之夜,原创 音乐剧 画皮 北京 首演 献上 东方 魔幻 之夜,0
2,第六期吴天明青年编剧研习班在莱芜开幕,第六期 天明 青年 编剧 研习班 莱芜 开幕,0
2,TXT成员姜太显感染新冠 其他成员检测均为阴性,成员 姜太显 感染 新冠 成员 检测 阴性,0
2,世界电影产业大会登美国权威《Variety》杂志封面,世界 电影 产业 大会 美国 权威 杂志 封面,3
2,《披荆斩棘》收官 全能唱演家族接续传承奋斗力量,披荆斩棘 收官 全能 唱演 家族 接续 传承 奋斗 力量,0
2,女佣起诉亚马逊创始人贝索斯：一天要工作14小时,女佣 起诉 亚马逊 创始人 贝索斯 工作 小时,0
2,生活是脱口秀最可靠的源泉,生活 脱口秀 可靠 源泉,0
2,中岛裕翔时隔6年主演电影《窨井盖》 明年2月上映,中岛裕翔 时隔 主演 电影 窨井盖 明年 上映,0
2,《时间的答卷2》支教教师夫妇为孩子架起知识云梯,时间 答卷 支教 教师 夫妇 孩子 架起 知识 云梯,0
2,北京青年报评《脱口秀大会5》：继续探索继续进化,北京青年报 脱口秀 大会 探索 进化,0
2,第31届金鹰奖最佳电视综艺节目入围名单公布,金鹰奖 最佳 电视 综艺节目 入围 名单 公布,0
2,《叛逆者》获飞天奖 朱一龙称信仰让我们心中有光,叛逆者 飞天奖 朱一龙称 信仰 心中 有光,0
2,“写歌锦鲤”陆虎成功“再就业”,写歌 锦鲤 陆虎 成功 就业,0
2,被打差评的“好声音”路在何方,差评 声音 路在何方,0
2,ITZY将回归？新专辑发售日期意外公开引期待,回归 新专辑 发售日期 意外 公开 期待,0
2,张光北追忆陆树铭：我们真的就是亲如兄弟,张光北 追忆 陆树铭 真的 亲如兄弟,0
2,导演王扶林曾透露“关羽”陆树铭险被换角,导演 王扶林 透露 关羽 陆树铭 换角,0
2,北京青年报评《沸腾校园》：让我们共情了年轻人,北京青年报 沸腾 校园 共情 年轻人,0
2,为传统经典增添青春色彩 《美好年华研习社》收官,传统 经典 增添 青春 色彩 美好 年华 研习 收官,0
2,这档节目“大而美” 古籍因此“活起来”,这档 节目 大而美 古籍,0
2,欢瑞租赁违约后讨要百万意向金 二审败诉,欢瑞 租赁 违约 讨要 百万 意向 二审 败诉,0
2,用舞蹈“讲述”中国故事 《这！就是街舞5》收官,舞蹈 讲述 中国 故事 街舞 收官,2
2,于明加许圣楠主演话剧《渐入佳境》首轮演出收官,明加 许圣楠 主演 话剧 渐入佳境 首轮 演出 收官,0
2,《劳工之爱情》诞生百年 电影资料馆举行特别放映,劳工 爱情 诞生 百年 电影 资料馆 特别 放映,0
2,上译厂“跨行”录有声剧 四大名著今年将全部完成,上译厂 跨行 有声 四大名著,0
2,胆小内向的“梁格格”康可人 因为表演告别紧张,胆小 内向 格格 康可人 表演 告别 紧张,0
2,《小满生活》杀青 秦昊蒋欣王鸥解读“人间真实”,小满 生活 杀青 秦昊 蒋欣 王鸥 解读 人间 真实,0
